date, pm25, pm10, o3, no2, so2, co
2015/10/21, 88, 46, 54, 43, 6, 7
2015/10/22, 116, 35, 38, 38, 4, 6
2015/10/23, 86, 25, 39, 37, 6, 7
2015/10/24, 67, 38, 58, 39, 8, 7
2015/10/25, 98, 24, 38, 18, 5, 3
2015/10/26, 62, 19, 36, 35, 5, 5
2015/10/27, 59, 27, 39, 39, 6, 7
2015/10/28, 70, 23, 32, 28, 4, 6
2015/10/29, 62, 21, 35, 32, 4, 6
2015/10/30, 65, 30, 36, 35, 6, 6
2015/10/31, 80, 15, 32, 25, 3, 5
2015/11/1, 54, 15, 32, 25, 4, 4
2015/11/2, 53, 24, 29, 32, 3, 6
2015/11/3, 62, 18, 32, 27, 3, 6
2015/11/4, 54, 18, 35, 32, 5, 7
2015/11/5, 57, 23, 44, 40, 6, 8
2015/11/6, 66, 26, 42, 39, 6, 7
2015/11/7, 69, 28, 32, 33, 6, 6
2015/11/8, 74, 17, 30, 27, 4, 5
2015/11/9, 61, 22, 21, 31, 3, 8
2015/11/10, 55, 10, 28, 28, 4, 5
2015/11/11, 38, 12, 31, 29, 3, 5
2015/11/12, 42, 13, 33, 34, 4, 6
2015/11/13, 48, 23, 24, 30, 4, 6
2015/11/14, 62, 10, 26, 28, 2, 4
2015/11/15, 45, 10, 29, 23, 2, 4
2015/11/16, 43, 17, 32, 33, 4, 6
2015/11/17, 54, 30, 18, 39, 4, 8
2015/11/18, 74, 19, 21, 32, 3, 7
2015/11/19, 53, 13, 28, 26, 3, 4
2015/11/20, 41, 19, 28, 31, 4, 6
2015/11/21, 57, 22, 31, 29, 4, 6
2015/11/22, 63, 26, 28, 26, 4, 6
2015/11/23, 73, 29, 21, 24, 4, 6
2015/11/24, 75, 19, 30, 25, 3, 5
2015/11/25, 52, 13, 26, 32, 3, 5
2015/11/26, 46, 19, 22, 32, 3, 6
2015/11/27, 54, 12, 28, 29, 3, 4
2015/11/28, 41, 20, 29, 35, 4, 7
2015/11/29, 63, 20, 25, 28, 3, 6
2015/11/30, 65, 28, 23, 37, 4, 9
2015/12/1, 82, 22, 28, 31, 3, 8
2015/12/2, 88, 19, 26, 36, 4, 7
2015/12/3, 62, 23, 28, 32, 3, 7
2015/12/4, 61, 16, 28, 24, 4, 7
2015/12/5, 54, 17, 29, 31, 4, 7
2015/12/6, 60, 20, 26, 28, 3, 6
2015/12/7, 63, 16, 29, 32, 3, 7
2015/12/8, 49, 17, 27, 37, 3, 8
2015/12/9, 53, 18, 26, 37, 3, 9
2015/12/10, 53, 20, 24, 36, 4, 6
2015/12/11, 62, 10, 32, 27, 3, 5
2015/12/12, 39, 22, 31, 25, 3, 7
2015/12/13, 67, 19, 30, 27, 3, 7
2015/12/14, 61, 22, 24, 36, 3, 9
2015/12/15, 63, 26, 23, 41, 4, 9
2015/12/16, 63, 25, 25, 31, 4, 8
2015/12/17, 67, 11, 25, 26, 3, 6
2015/12/18, 40, 13, 23, 30, 3, 6
2015/12/19, 47, 15, 25, 30, 2, 6
2015/12/20, 55, 17, 26, 28, 4, 6
2015/12/21, 59, 25, 13, 35, 4, 8
2015/12/22, 67, 25, 29, 35, 3, 10
2015/12/23, 68, 23, 15, 34, 4, 8
2015/12/24, 68, 23, 26, 35, 3, 10
2015/12/25, 61, 22, 29, 34, 3, 7
2015/12/26, 67, 22, 30, 32, 6, 7
2015/12/27, 68, 20, 26, 24, 5, 5
2015/12/28, 59, 14, 22, 30, 4, 7
2015/12/29, 54, 12, 27, 29, 2, 6
2015/12/30, 46, 14, 26, 27, 4, 6
2015/12/31, 52, , , , , 
2016/1/2, 53, 22, 26, 26, 5, 7
2016/1/3, 71, 33, 28, 27, 4, 7
2016/1/4, 89, 39, 37, 28, 6, 10
2015/7/2, 49, 27, 67, 40, 7, 6
2015/7/3, 73, 32, 69, 38, 6, 6
2015/7/4, 81, 36, 30, 39, 7, 7
2015/7/5, 86, 32, 45, 22, 5, 5
2015/7/6, 74, 26, 35, 30, 4, 5
2015/7/7, 68, 19, 33, 33, 5, 6
2015/7/8, 53, 26, 37, 31, 5, 6
2015/7/9, 65, 21, 35, 27, 5, 5
2015/7/10, 53, 25, 51, 30, 6, 4
2015/7/11, 61, 28, 41, 27, 7, 4
2015/7/12, 62, 26, 42, 19, 7, 4
2015/7/13, 58, 25, 16, 17, 6, 4
2015/7/14, 59, 21, 31, 22, 6, 3
2015/7/15, 52, 21, 24, 18, 4, 4
2015/7/16, 53, 22, 18, 16, 3, 3
2015/7/17, 44, 20, 21, 21, 3, 4
2015/7/18, 48, 23, 28, 27, 5, 4
2015/7/19, 57, 97, 28, 17, 4, 4
2015/7/20, 59, 22, 32, 17, 6, 3
2015/7/21, 52, 19, 28, 23, 5, 4
2015/7/22, 49, 21, 15, 21, 4, 3
2015/7/23, 49, 19, 13, 23, 3, 5
2015/7/24, 53, 26, 32, 29, 6, 5
2015/7/25, 62, 23, 20, 18, 5, 4
2015/7/26, 56, 22, 29, 17, 6, 3
2015/7/27, 53, 32, 31, 24, 6, 4
2015/7/28, 58, 44, 46, 29, 6, 5
2015/7/29, 76, 42, 70, 29, 6, 6
2015/7/30, 80, 56, 51, 33, 5, 9
2015/7/31, 97, 58, 57, 37, 6, 9
2015/8/1, 111, 58, 106, 38, 8, 6
2015/8/2, 118, 63, 91, 33, 10, 5
2015/8/3, 135, 59, 74, 35, 9, 6
2015/8/4, 126, 65, 109, 39, 9, 6
2015/8/5, 134, 41, 38, 29, 7, 5
2015/8/6, 84, 25, 30, 22, 5, 3
2015/8/7, 52, 35, 62, 27, 6, 4
2015/8/8, 68, 39, 66, 31, 6, 4
2015/8/9, 86, 42, 63, 24, 7, 4
2015/8/10, 87, 52, 63, 32, 7, 5
2015/8/11, 80, 32, 39, 28, 7, 4
2015/8/12, 73, 38, 73, 36, 8, 5
2015/8/13, 91, 35, 36, 27, 5, 5
2015/8/14, 75, 19, 33, 15, 4, 4
2015/8/15, 51, 25, 46, 18, 6, 4
2015/8/16, 65, 30, 45, 21, 6, 4
2015/8/17, 73, 24, 32, 28, 4, 5
2015/8/18, 51, 23, 53, 30, 5, 4
2015/8/19, 52, 28, 38, 31, 5, 5
2015/8/20, 58, 30, 25, 30, 4, 6
2015/8/21, 61, 32, 31, 28, 6, 5
2015/8/22, 72, 25, 33, 22, 4, 4
2015/8/23, 55, 19, 39, 21, 4, 4
2015/8/24, 55, 19, 43, 29, 5, 4
2015/8/25, 54, 18, 30, 23, 3, 3
2015/8/26, 47, 21, 44, 30, 4, 5
2015/8/27, 47, 21, 46, 28, 5, 4
2015/8/28, 55, 25, 70, 32, 6, 4
2015/8/29, 65, 33, 52, 29, 6, 5
2015/8/30, 74, 22, 32, 22, 4, 4
2015/8/31, 56, 18, 29, 25, 3, 5
2015/9/1, 49, 20, 23, 26, 3, 6
2015/9/2, 54, 19, 38, 29, 4, 5
2015/9/3, 54, 26, 24, 33, 3, 6
2015/9/4, 74, 30, 45, 32, 4, 6
2015/9/5, 70, 25, 51, 26, 4, 5
2015/9/6, 63, 27, 37, 23, 2, 5
2015/9/7, 66, 14, 32, 26, 3, 5
2015/9/8, 47, 16, 29, 31, 3, 7
2015/9/9, 49, 13, 29, 31, 3, 5
2015/9/10, 39, 16, 26, 23, 3, 8
2015/9/11, 50, 20, 36, 28, 4, 6
2015/9/12, 54, 25, 57, 33, 6, 6
2015/9/13, 70, 24, 39, 23, 5, 5
2015/9/14, 69, 13, 35, 26, 4, 4
2015/9/15, 47, 20, 51, 34, 5, 4
2015/9/16, 60, 28, 37, 33, 5, 4
2015/9/17, 70, 21, 30, 31, 3, 6
2015/9/18, 60, 18, 33, 28, 3, 5
2015/9/19, 53, 17, 33, 26, 4, 5
2015/9/20, 52, 17, 30, 22, 4, 4
2015/9/21, 55, 18, 33, 18, 4, 4
2015/9/22, 56, 21, 46, 24, 5, 4
2015/9/23, 63, 27, 44, 23, 5, 4
2015/9/24, 74, 21, 35, 31, 4, 4
2015/9/25, 61, 14, 31, 29, 3, 5
2015/9/26, 46, 15, 35, 23, 4, 5
2015/9/27, 51, 19, 33, 20, 4, 4
2015/9/28, 59, 20, 38, 26, 4, 4
2015/9/29, 65, 21, 35, 27, 5, 4
2015/9/30, 64, 18, 33, 32, 5, 5
2015/10/1, 60, 21, 27, 35, 5, 6
2015/4/2, 76, 18, 49, 34, 4, 5
2015/4/3, 55, 23, 36, 33, 4, 5
2015/4/4, 57, 14, 38, 25, 4, 5
2015/4/5, 48, 11, 30, 25, 2, 4
2015/4/6, 44, 12, 30, 31, 3, 6
2015/4/7, 43, 14, 40, 23, 3, 3
2015/4/8, 49, 17, 37, 22, 3, 4
2015/4/9, 56, 19, 36, 34, 4, 5
2015/4/10, 61, 24, 33, 37, 4, 5
2015/4/11, 67, 24, 39, 34, 3, 6
2015/4/12, 67, 21, 43, 25, 4, 5
2015/4/13, 64, 14, 40, 36, 3, 5
2015/4/14, 50, 14, 30, 38, 4, 6
2015/4/15, 54, 24, 46, 40, 5, 6
2015/4/16, 67, 41, 72, 48, 9, 8
2015/4/17, 107, 38, 42, 37, 6, 4
2015/4/18, 88, 37, 54, 35, 7, 4
2015/4/19, 79, 33, 41, 31, 5, 5
2015/4/20, 84, 31, 34, 34, 4, 7
2015/4/21, 70, 12, 41, 24, 3, 4
2015/4/22, 43, 20, 54, 33, 6, 5
2015/4/23, 62, 29, 70, 40, 7, 5
2015/4/24, 77, 32, 72, 46, 9, 6
2015/4/25, 88, 34, 61, 35, 7, 5
2015/4/26, 92, 32, 81, 32, 8, 5
2015/4/27, 84, 44, 79, 46, 11, 6
2015/4/28, 113, 43, 62, 38, 8, 6
2015/4/29, 112, 21, 45, 26, 6, 3
2015/4/30, 71, 19, 60, 35, 7, 4
2015/5/1, 59, 22, 74, 40, 7, 4
2015/5/2, 65, 25, 75, 36, 9, 4
2015/5/3, 73, 18, 40, 21, 7, 3
2015/5/4, 59, 17, 34, 24, 4, 3
2015/5/5, 55, 23, 44, 19, 5, 3
2015/5/6, 64, 24, 64, 24, 6, 4
2015/5/7, 70, 23, 63, 35, 6, 4
2015/5/8, 67, 22, 69, 34, 7, 4
2015/5/9, 68, 25, 47, 37, 7, 5
2015/5/10, 71, 26, 50, 22, 5, 3
2015/5/11, 69, 21, 53, 32, 5, 4
2015/5/12, 61, 24, 41, 35, 3, 5
2015/5/13, 62, 32, 72, 36, 8, 5
2015/5/14, 79, 39, 58, 46, 9, 7
2015/5/15, 87, 36, 42, 34, 6, 5
2015/5/16, 84, 38, 52, 31, 5, 5
2015/5/17, 87, 29, 49, 22, 6, 4
2015/5/18, 72, 28, 49, 39, 6, 21
2015/5/19, 76, 19, 38, 34, 4, 19
2015/5/20, 54, 28, 64, 34, 5, 4
2015/5/21, 74, 18, 42, 29, 4, 3
2015/5/22, 57, 22, 61, 40, 8, 4
2015/5/23, 64, 28, 62, 42, 8, 5
2015/5/24, 77, 25, 66, 24, 8, 4
2015/5/25, 72, 25, 65, 39, 8, 4
2015/5/26, 78, 28, 64, 37, 8, 4
2015/5/27, 78, 31, 117, 51, 11, 5
2015/5/28, 83, 37, 69, 49, 10, 5
2015/5/29, 98, 32, 73, 36, 8, 4
2015/5/30, 86, 40, 102, 40, 12, 5
2015/5/31, 99, 28, 56, 20, 7, 3
2015/6/1, 82, 27, 72, 36, 8, 4
2015/6/2, 72, 31, 50, 34, 8, 4
2015/6/3, 81, 25, 42, 33, 5, 5
2015/6/4, 65, 16, 37, 29, 5, 4
2015/6/5, 52, 14, 34, 34, 4, 4
2015/6/6, 45, 11, 37, 26, 4, 4
2015/6/7, 41, 20, 43, 19, 4, 4
2015/6/8, 60, 15, 36, 28, 3, 3
2015/6/9, 53, 12, 29, 28, 4, 5
2015/6/10, 43, 19, 50, 29, 5, 5
2015/6/11, 60, 55, 41, 32, 5, 5
2015/6/12, 68, 29, 68, 37, 5, 6
2015/6/13, 78, 52, 92, 38, 8, 6
2015/6/14, 120, 33, 56, 29, 8, 4
2015/6/15, 83, 30, 74, 36, 7, 5
2015/6/16, 79, 44, 50, 38, 7, 6
2015/6/17, 96, 41, 73, 35, 6, 6
2015/6/18, 94, 21, 46, 35, 4, 4
2015/6/19, 60, 19, 41, 31, 3, 5
2015/6/20, 54, 24, 44, 30, 4, 5
2015/6/21, 66, 18, 47, 20, 4, 4
2015/6/22, 54, 24, 56, 36, 5, 5
2015/6/23, 67, 34, 72, 39, 6, 5
2015/6/24, 82, 36, 70, 36, 6, 5
2015/6/25, 84, 29, 41, 32, 6, 4
2015/6/26, 76, 17, 36, 37, 3, 5
2015/6/27, 52, 16, 35, 31, 4, 6
2015/6/28, 48, 15, 36, 19, 4, 3
2015/6/29, 44, 13, 42, 26, 4, 4
2015/6/30, 47, 21, 34, 29, 4, 4
2015/7/1, 59, 16, 30, 31, 4, 6
2015/1/2, 42, 11, 28, 26, 2, 2
2015/1/3, 42, 13, 27, 28, 2, 5
2015/1/4, 44, 27, 18, 31, 4, 8
2015/1/5, 87, 34, 29, 38, 5, 9
2015/1/6, 90, 30, 28, 40, 4, 10
2015/1/7, 82, 13, 28, 26, 3, 5
2015/1/8, 47, 21, 27, 29, 3, 6
2015/1/9, 65, 14, 27, 32, 2, 5
2015/1/10, 54, 13, 26, 25, 3, 5
2015/1/11, 54, 20, 32, 29, 5, 6
2015/1/12, 63, 11, 28, 22, 3, 4
2015/1/13, 47, 14, 27, 33, 2, 6
2015/1/14, 52, 20, 18, 38, 4, 8
2015/1/15, 66, 16, 34, 35, 3, 6
2015/1/16, 54, 34, 31, 43, 5, 8
2015/1/17, 91, 24, 28, 32, 4, 7
2015/1/18, 75, 11, 29, 29, 3, 5
2015/1/19, 46, 23, 30, 34, 4, 7
2015/1/20, 71, 25, 27, 31, 4, 7
2015/1/21, 76, 30, 22, 39, 4, 8
2015/1/22, 88, 20, 26, 38, 3, 7
2015/1/23, 61, 14, 29, 29, 3, 5
2015/1/24, 47, 19, 27, 33, 4, 6
2015/1/25, 61, 28, 33, 30, 3, 7
2015/1/26, 80, 33, 26, 41, 5, 8
2015/1/27, 84, 22, 32, 32, 3, 7
2015/1/28, 56, 11, 30, 22, 2, 4
2015/1/29, 46, 13, 23, 31, 3, 5
2015/1/30, 52, 12, 21, 34, 3, 6
2015/1/31, 50, 14, 30, 22, 2, 4
2015/2/1, 54, 12, 29, 20, 1, 3
2015/2/2, 53, 45, 26, 33, 2, 5
2015/2/3, 53, 15, 27, 37, 2, 6
2015/2/4, 57, 19, 31, 32, 3, 5
2015/2/5, 58, 16, 28, 36, 3, 5
2015/2/6, 57, 12, 31, 33, 2, 5
2015/2/7, 46, 22, 34, 37, 5, 6
2015/2/8, 73, 27, 33, 30, 4, 6
2015/2/9, 78, 9, 30, 25, 3, 4
2015/2/10, 47, 20, 32, 34, 4, 8
2015/2/11, 68, 37, 37, 43, 5, 7
2015/2/12, 102, 38, 42, 44, 7, 9
2015/2/13, 110, 14, 31, 27, 3, 5
2015/2/14, 52, 17, 32, 36, 4, 6
2015/2/15, 63, 33, 39, 35, 5, 7
2015/2/16, 91, 17, 33, 37, 3, 6
2015/2/17, 53, 22, 28, 38, 4, 7
2015/2/18, 71, 15, 30, 34, 3, 6
2015/2/19, 49, 8, 32, 30, 1, 4
2015/2/20, 33, 14, 32, 29, 2, 5
2015/2/21, 51, 18, 34, 35, 3, 6
2015/2/22, 62, 20, 23, 29, 3, 5
2015/2/23, 63, 34, 28, 34, 3, 6
2015/2/24, 87, 56, 34, 34, 3, 6
2015/2/25, 96, 49, 33, 40, 3, 7
2015/2/26, 88, 30, 26, 39, 4, 7
2015/2/27, 65, 21, 32, 31, 3, 5
2015/2/28, 67, 24, 35, 28, 3, 4
2015/3/1, 69, 13, 36, 28, 2, 4
2015/3/2, 47, 27, 32, 32, 3, 5
2015/3/3, 72, 27, 29, 39, 3, 7
2015/3/4, 76, 18, 36, 33, 3, 5
2015/3/5, 61, 19, 35, 28, 3, 4
2015/3/6, 63, 22, 38, 37, 3, 8
2015/3/7, 74, 22, 31, 30, 3, 6
2015/3/8, 68, 14, 35, 24, 3, 3
2015/3/9, 57, 17, 34, 37, 3, 7
2015/3/10, 53, 11, 32, 28, 3, 4
2015/3/11, 45, 15, 32, 35, 3, 5
2015/3/12, 56, 25, 39, 38, 4, 6
2015/3/13, 70, 24, 40, 41, 6, 6
2015/3/14, 74, 24, 42, 36, 4, 5
2015/3/15, 82, 24, 31, 32, 4, 5
2015/3/16, 78, 27, 38, 42, 5, 7
2015/3/17, 77, 32, 43, 42, 5, 9
2015/3/18, 80, 38, 36, 42, 5, 7
2015/3/19, 89, 18, 38, 39, 3, 5
2015/3/20, 53, 22, 43, 32, 3, 4
2015/3/21, 67, 35, 46, 31, 6, 5
2015/3/22, 86, 44, 60, 30, 7, 5
2015/3/23, 100, 25, 35, 26, 3, 3
2015/3/24, 66, 14, 35, 29, 3, 3
2015/3/25, 52, 14, 37, 31, 3, 4
2015/3/26, 59, 20, 40, 36, 4, 5
2015/3/27, 63, 30, 40, 53, 8, 6
2015/3/28, 81, 30, 46, 43, 11, 5
2015/3/29, 81, 31, 21, 34, 5, 5
2015/3/30, 80, 41, 54, 42, 6, 7
2015/3/31, 104, 46, 50, 45, 10, 7
2015/4/1, 117, 34, 56, 35, 5, 5
2014/10/2, 69, 25, 38, 33, 5, 5
2014/10/3, 70, 26, 28, 32, 5, 6
2014/10/4, 68, 23, 38, 27, 4, 4
2014/10/5, 65, 19, 28, 21, 3, 4
2014/10/6, 56, 11, 32, 20, 3, 3
2014/10/7, 38, 18, 31, 27, 4, 5
2014/10/8, 54, 19, 44, 31, 4, 5
2014/10/9, 61, 22, 28, 31, 4, 5
2014/10/10, 62, 22, 35, 31, 4, 5
2014/10/11, 64, 30, 39, 33, 4, 5
2014/10/12, 77, 29, 38, 20, 4, 4
2014/10/13, 74, 14, 35, 17, 3, 3
2014/10/14, 43, 14, 36, 22, 3, 4
2014/10/15, 45, 16, 31, 28, 3, 5
2014/10/16, 52, 21, 41, 37, 5, 6
2014/10/17, 64, 27, 32, 34, 4, 6
2014/10/18, 72, 20, 38, 31, 4, 5
2014/10/19, 61, 23, 46, 27, 4, 5
2014/10/20, 67, 22, 34, 34, 4, 5
2014/10/21, 65, 22, 34, 34, 5, 6
2014/10/22, 62, 17, 32, 29, 3, 5
2014/10/23, 53, 18, 32, 25, 3, 4
2014/10/24, 57, 23, 40, 38, 4, 6
2014/10/25, 62, 29, 41, 36, 5, 7
2014/10/26, 78, 29, 49, 32, 6, 6
2014/10/27, 75, 26, 33, 28, 4, 5
2014/10/28, 67, 21, 32, 32, 3, 5
2014/10/29, 63, 25, 31, 34, 3, 6
2014/10/30, 73, 25, 42, 39, 5, 6
2014/10/31, 71, 31, 28, 37, 5, 7
2014/11/1, 77, 14, 28, 31, 3, 5
2014/11/2, 51, 23, 32, 25, 4, 6
2014/11/3, 60, 18, 34, 20, 3, 4
2014/11/4, 55, 19, 30, 30, 3, 5
2014/11/5, 58, 20, 26, 37, 4, 6
2014/11/6, 64, 20, 26, 30, 4, 7
2014/11/7, 57, 30, 37, 30, 4, 5
2014/11/8, 81, 26, 25, 33, 4, 7
2014/11/9, 75, 29, 21, 29, 3, 7
2014/11/10, 74, 22, 35, 28, 3, 5
2014/11/11, 60, 22, 33, 33, 4, 5
2014/11/12, 64, 33, 35, 36, 6, 7
2014/11/13, 83, 18, 33, 26, 4, 5
2014/11/14, 53, 22, 30, 35, 4, 6
2014/11/15, 54, 22, 31, 34, 4, 6
2014/11/16, 65, 20, 32, 28, 3, 6
2014/11/17, 62, 31, 21, 38, 6, 8
2014/11/18, 80, 21, 37, 34, 4, 6
2014/11/19, 66, 23, 32, 36, 4, 6
2014/11/20, 68, 20, 27, 38, 3, 7
2014/11/21, 65, 23, 29, 43, 4, 8
2014/11/22, 68, 26, 37, 40, 6, 8
2014/11/23, 77, 27, 35, 31, 5, 7
2014/11/24, 76, 27, 35, 36, 5, 7
2014/11/25, 84, 24, 25, 38, 3, 7
2014/11/26, 71, 19, 24, 36, 3, 16
2014/11/27, 57, 22, 28, 37, 3, 8
2014/11/28, 65, 25, 20, 37, 5, 8
2014/11/29, 70, 24, 30, 33, 3, 8
2014/11/30, 69, 20, 32, 27, 4, 5
2014/12/1, 63, 23, 29, 35, 3, 8
2014/12/2, 65, 12, 30, 23, 3, 4
2014/12/3, 48, 17, 28, 33, 4, 6
2014/12/4, 55, 17, 18, 37, 4, 8
2014/12/5, 55, 14, 26, 30, 4, 6
2014/12/6, 52, 16, 24, 28, 3, 6
2014/12/7, 58, 14, 26, 25, 4, 5
2014/12/8, 45, 23, 18, 35, 5, 9
2014/12/9, 65, 21, 30, 34, 4, 8
2014/12/10, 62, 21, 25, 37, 5, 7
2014/12/11, 65, 29, 22, 36, 4, 8
2014/12/12, 76, 21, 27, 31, 4, 6
2014/12/13, 64, 16, 27, 29, 4, 5
2014/12/14, 59, 16, 27, 25, 3, 4
2014/12/15, 55, 16, 23, 32, 3, 7
2014/12/16, 53, 19, 24, 34, 4, 7
2014/12/17, 60, 10, 28, 25, 3, 4
2014/12/18, 45, 11, 25, 30, 3, 4
2014/12/19, 42, 18, 23, 38, 3, 7
2014/12/20, 59, 17, 17, 34, 4, 7
2014/12/21, 61, 22, 27, 28, 4, 6
2014/12/22, 70, 13, 27, 29, 4, 5
2014/12/23, 50, 17, 26, 27, 4, 5
2014/12/24, 59, 32, 13, 38, 7, 9
2014/12/25, 97, 18, 27, 33, 5, 7
2014/12/26, 63, 11, 27, 27, 3, 5
2014/12/27, 40, 14, 26, 30, 3, 6
2014/12/28, 54, 19, 24, 29, 4, 6
2014/12/29, 61, , , , , 
2014/7/2, 74, 34, 71, 35, 8, 5
2014/7/3, 84, 35, 36, 35, 5, 5
2014/7/4, 90, 19, 48, 34, 5, 5
2014/7/5, 59, 22, 42, 30, 6, 6
2014/7/6, 60, 23, 35, 22, 4, 4
2014/7/7, 58, 22, 27, 30, 5, 5
2014/7/8, 54, 32, 23, 28, 5, 6
2014/7/9, 65, 28, 21, 21, 5, 5
2014/7/10, 56, 17, 12, 17, 3, 4
2014/7/11, 45, 27, 32, 24, 5, 4
2014/7/12, 67, 51, 103, 42, 9, 6
2014/7/13, 117, 46, 35, 27, 6, 6
2014/7/14, 100, 40, 40, 34, 5, 6
2014/7/15, 73, 36, 105, 39, 7, 6
2014/7/16, 85, 44, 31, 33, 9, 5
2014/7/17, 94, 37, 54, 29, 9, 4
2014/7/18, 83, 40, 49, 32, 8, 4
2014/7/19, 91, 31, 41, 27, 6, 4
2014/7/20, 72, 29, 40, 19, 5, 4
2014/7/21, 70, 31, 58, 25, 6, 3
2014/7/22, 76, 49, 49, 36, 8, 5
2014/7/23, 110, 39, 55, 31, 8, 5
2014/7/24, 88, 39, 44, 34, 9, 5
2014/7/25, 84, 31, 39, 30, 6, 4
2014/7/26, 70, 40, 43, 28, 11, 4
2014/7/27, 91, 43, 43, 20, 10, 3
2014/7/28, 92, 18, 49, 27, 6, 5
2014/7/29, 52, 29, 57, 30, 6, 9
2014/7/30, 77, 31, 38, 26, 6, 5
2014/7/31, 75, 28, 46, 26, 6, 4
2014/8/1, 67, 25, 47, 27, 7, 4
2014/8/2, 64, 25, 14, 22, 5, 6
2014/8/3, 61, 19, 21, 16, 5, 5
2014/8/4, 53, 15, 13, 19, 4, 5
2014/8/5, 47, 19, 18, 20, 5, 6
2014/8/6, 50, 18, 22, 19, 5, 4
2014/8/7, 50, 20, 37, 26, 5, 4
2014/8/8, 55, 20, 33, 25, 4, 4
2014/8/9, 55, 13, 23, 17, 2, 4
2014/8/10, 42, 21, 18, 12, 3, 2
2014/8/11, 45, 21, 46, 33, 6, 5
2014/8/12, 57, 26, 47, 32, 6, 6
2014/8/13, 66, 35, 40, 26, 6, 6
2014/8/14, 82, 39, 34, 23, 5, 6
2014/8/15, 80, 27, 19, 17, 5, 4
2014/8/16, 58, 27, 19, 20, 4, 4
2014/8/17, 59, 24, 36, 21, 6, 5
2014/8/18, 60, 24, 35, 24, 5, 4
2014/8/19, 60, 19, 24, 20, 5, 4
2014/8/20, 52, 18, 26, 20, 5, 5
2014/8/21, 51, 17, 26, 23, 6, 6
2014/8/22, 50, 19, 18, 22, 5, 4
2014/8/23, 54, 18, 32, 19, 4, 4
2014/8/24, 50, 19, 22, 18, 4, 3
2014/8/25, 51, 25, 35, 26, 4, 5
2014/8/26, 62, 25, 32, 27, 4, 6
2014/8/27, 60, 18, 33, 24, 4, 4
2014/8/28, 50, 17, 26, 23, 3, 4
2014/8/29, 51, 18, 36, 26, 4, 5
2014/8/30, 56, 19, 32, 24, 4, 4
2014/8/31, 59, 20, 43, 18, 4, 4
2014/9/1, 56, 18, 31, 29, 3, 5
2014/9/2, 54, 21, 41, 27, 4, 5
2014/9/3, 61, 21, 37, 31, 4, 4
2014/9/4, 62, 17, 35, 31, 3, 4
2014/9/5, 51, 25, 29, 26, 4, 5
2014/9/6, 60, 35, 16, 26, 3, 5
2014/9/7, 76, , , , , 
2014/9/9, 67, 25, 36, 30, 4, 4
2014/9/10, 70, 24, 52, 36, 5, 5
2014/9/11, 68, 24, 39, 30, 4, 4
2014/9/12, 66, 19, 38, 32, 4, 4
2014/9/13, 60, 18, 29, 26, 3, 4
2014/9/14, 55, 13, 33, 22, 4, 4
2014/9/15, 46, 17, 43, 25, 5, 4
2014/9/16, 57, 24, 42, 31, 5, 5
2014/9/17, 69, 24, 34, 32, 4, 5
2014/9/18, 70, 20, 30, 26, 4, 4
2014/9/19, 55, 20, 27, 25, 4, 4
2014/9/20, 61, 21, 30, 28, 4, 5
2014/9/21, 60, 19, 40, 20, 4, 4
2014/9/22, 59, 19, 38, 28, 4, 4
2014/9/23, 59, 24, 62, 29, 5, 4
2014/9/24, 73, 25, 34, 34, 4, 5
2014/9/25, 70, 15, 41, 30, 3, 5
2014/9/26, 48, 18, 42, 34, 5, 4
2014/9/27, 57, 20, 44, 31, 5, 4
2014/9/28, 58, 23, 42, 23, 4, 3
2014/9/29, 64, 29, 40, 32, 4, 4
2014/9/30, 77, 35, 43, 32, 5, 5
2014/10/1, 88, 26, 41, 35, 4, 5
2014/4/2, 70, 22, 44, 37, 6, 5
2014/4/3, 60, 18, 44, 36, 6, 5
2014/4/4, 51, 16, 38, 29, 5, 5
2014/4/5, 49, 17, 41, 27, 4, 5
2014/4/6, 56, 17, 39, 24, 3, 4
2014/4/7, 52, 21, 40, 36, 6, 6
2014/4/8, 62, 37, 60, 47, 9, 7
2014/4/9, 90, 42, 77, 48, 11, 6
2014/4/10, 105, 46, 61, 42, 10, 6
2014/4/11, 115, 24, 48, 36, 5, 5
2014/4/12, 69, 24, 47, 35, 6, 5
2014/4/13, 68, 23, 45, 31, 7, 5
2014/4/14, 68, 25, 53, 36, 6, 5
2014/4/15, 70, 25, 42, 46, 8, 6
2014/4/16, 73, 40, 59, 57, 13, 8
2014/4/17, 102, 53, 75, 53, 15, 8
2014/4/18, 132, 44, 64, 41, 8, 6
2014/4/19, 116, 26, 47, 22, 6, 4
2014/4/20, 73, 17, 33, 22, 5, 4
2014/4/21, 52, 15, 31, 32, 4, 5
2014/4/22, 45, 26, 47, 33, 6, 5
2014/4/23, 72, 26, 47, 38, 6, 5
2014/4/24, 72, 22, 57, 41, 6, 5
2014/4/25, 67, 28, 75, 46, 8, 6
2014/4/26, 75, 29, 69, 39, 9, 6
2014/4/27, 77, 26, 61, 26, 8, 4
2014/4/28, 71, 25, 41, 37, 5, 5
2014/4/29, 71, 20, 43, 29, 4, 4
2014/4/30, 55, 24, 44, 34, 6, 5
2014/5/1, 59, 32, 36, 33, 6, 6
2014/5/2, 77, 27, 63, 34, 7, 5
2014/5/3, 70, 38, 60, 28, 7, 6
